  0.1014971828465740E+01  0.3552684858528376E-01  0.1557134214589033E+00
  0.4313677514129108E+01 -0.3435899792434198E+01  0.1175409564896090E+02
  0.1089786080353579E+02 -0.4626994083035494E+01 -0.1035418663662164E+02
  0.4447281141521638E+01  0.5684295773645402E+01  0.7164140195301556E+01
  0.4020392040701659E+01  0.1030845526769803E+02 -0.4780250860709244E+01
  0.3506764517005908E+01 -0.1284182192798693E+02  0.4194624776848636E+01
  0.2378220156626575E+01  0.3785121155123584E+00 -0.7847276140172836E+01
  0.2997483363083888E+01 -0.9476786860124442E+01 -0.9429732683008828E-01
 -0.3508276297796771E+01  0.4749070381897693E+01 -0.1952275918800885E+01
  0.2267671186294708E-01 -0.7018631294180979E+01 -0.1483850640751942E+02
 -0.2105154751276921E+00 -0.1297863808956004E+01  0.5418600299651205E+01
 -0.1348886410647635E+02 -0.4098059778832253E+01  0.2341370499849286E+00
 -0.2376141458039138E+01 -0.1426459662478800E+02 -0.1639526267691074E+01
 -0.1138522113599030E+02 -0.9202020701385068E+01 -0.2894493296706337E+01
 -0.6004604328709529E+01  0.1524064009788902E+01 -0.1027349533690932E+02
  0.6750479176401630E+01  0.5114921333286572E+01 -0.1113256477131729E+02
 -0.5471890572529130E+01  0.7858047578307736E+01  0.7993729904287703E+01
 -0.3167369729457133E+01  0.6997655335707752E+01 -0.8812170229941234E+01
 -0.5945833850464724E+01 -0.2300363445897124E+01  0.4761353600823456E+01
  0.7715751211367744E+00 -0.1965315028122080E+00  0.1062026005581355E+02
 -0.9653476240056571E+01  0.7185683071571356E+01  0.1238904358112342E+01
 -0.1549575310634717E+00  0.5713019608671801E+01  0.9753442744852396E+01
 -0.5807694880699605E+01  0.9351309054482803E+01  0.3115591237370071E+01
  0.1094264730946511E+02  0.2399952005495233E+01  0.1155378469417154E+01
  0.3482576024352098E+01 -0.1178848866195304E+02  0.1267439220539884E+02
 -0.1275508350511116E+02 -0.4585231138687900E+01 -0.5123236127636319E+01
 -0.8363927225450314E+00  0.1265436110991990E+02  0.2921327405744158E+01
 -0.2356488307757918E+01 -0.7311160877212997E+01  0.1254211138619831E+02
  0.9589036583846031E+01  0.3399239108255767E+01  0.6925278830345180E+01
 -0.9519305694867468E+01 -0.1106453463572845E+02  0.6016887547635292E+01
 -0.1284144398278922E+02 -0.1143284223090249E+00 -0.6983482390793411E+01
  0.3014301924382241E+01 -0.1619684144810995E+01 -0.4003006561606734E+01
 -0.5418600299651205E+01 -0.5406506053324300E+01 -0.8620929959897048E+00
  0.8089727984507512E+01  0.6194899735759426E+01 -0.5992888027580340E+01
 -0.7944408055985793E+01 -0.5708295293700353E+01 -0.6852713352383749E+01
 -0.1034492697927760E+02  0.1026159006318127E+02 -0.1013837992872592E+02
 -0.1294084356978846E+01 -0.9598296241190067E+01 -0.3179086030586322E+01
  0.4488666140671516E+01 -0.9023441595464359E+00  0.7888094221526141E+01
  0.1668080027378501E+02  0.1927142563152786E+01 -0.3745436909363425E+00
  0.8917238994906223E+01 -0.8156813257102064E+01  0.8902310159596450E+01
  0.7369931355457800E+01  0.1415404765445613E+01 -0.4631151480210367E+01
  0.1091354552924100E+02 -0.1271691104014186E+02  0.8883601872309519E+00
  0.3510732941581924E+01  0.5633273171953770E+01 -0.7904723810225636E+01
  0.8178545105970722E+01 -0.5339042835532032E+01  0.4823525585847702E+01
 -0.7969730384232750E+01  0.3950472179124239E+01 -0.4748881409298834E+01
  0.8996985431624253E+01 -0.6793564928941229E+00 -0.1287319137939734E+02
  0.3132220826069565E+01 -0.4666489356196792E+01  0.3299839521256516E+01
 -0.7802300661644659E+01 -0.1791838182370535E+01 -0.3899638550031466E+01
 -0.6081138231246975E+01 -0.8334447500028483E+01  0.8961836528236686E+01
  0.5955660425605335E+01 -0.1128166415181617E+00  0.3129764182284413E+01
 -0.8782312559321689E+01  0.2241215022454603E+00  0.7588383679737524E+01
  0.6037674533509660E+01  0.6705314725274593E+01 -0.6217198502424658E+00
 -0.3089324046128824E+01  0.3075718019011056E+01  0.4822580722853412E+01
 -0.5982116589445440E+01  0.1144021216225794E+02 -0.5384018314060210E+01
 -0.1087537306427170E+01 -0.4761542573422313E+01 -0.6421288909191182E+01
  0.8533624619224701E+01  0.5862685906967251E+01  0.3656052870103643E+01
 -0.3826506154273462E+01 -0.1905788659481844E+01  0.9103754949978963E+01
  0.3033577129465745E+01 -0.8022831684511818E+01 -0.5298035781579869E+01
 -0.2445494401819984E+01  0.9930699042581098E+01  0.5756861251606832E+01
  0.5754215635222821E+00  0.5791065292000110E+01  0.3646415267561890E+01
 -0.1479088531260723E+01  0.1120456333148215E+02 -0.1017674136629408E+02
 -0.6791297257754934E+01  0.1338398431411022E+02 -0.8048342985357634E+00
  0.1012326212081729E+01  0.4333141691811472E+01 -0.3700461430835247E+01
  0.1164713715800734E+02 -0.7107259443045331E+00  0.4458241552255395E+01
  0.2504075907465931E+01  0.1199031139753327E+01  0.1557134214589033E+00
  0.2497272893907047E+01 -0.3939700740989339E+01  0.1162105893936495E+02
  0.1227622693960526E+02 -0.5919755631822335E+01 -0.1033528937673585E+02
  0.4715622231899845E+01  0.5785207141435516E+01  0.5296335028190149E+01
  0.5463008860382809E+01  0.1148065229841353E+02 -0.5121346401647740E+01
  0.5291232768020985E+01 -0.1259653549466939E+02  0.4765888943196044E+01
  0.2209278653247619E+01  0.1160858674784032E+01 -0.9559178913226484E+01
  0.2561712550117588E+01 -0.7638272445836008E+01 -0.6047123163452554E-01
 -0.3746381772357715E+01  0.5147991538086703E+01 -0.3783987319530436E+01
 -0.1066183402756228E+01 -0.8003367506829456E+01 -0.1602827788992871E+02
 -0.1262336960370721E+00 -0.1006279088918277E+01  0.3553440748923808E+01
 -0.1516164955156642E+02 -0.4975837500527163E+01  0.2726874601519387E+00
 -0.3290768836511337E+01 -0.1338946451947710E+02 -0.3042647814210925E+01
 -0.1024325972109205E+02 -0.7908692234801652E+01 -0.3665690472645395E+01
