 -0.7582336556574073E+01  0.7925510796100004E+00 -0.1101275614364139E+02
  0.8462004004257560E+01  0.4418179361297523E+01 -0.1073798998490201E+02
 -0.6319999596203351E+01  0.6813596024420166E+01  0.6666953287706441E+01
 -0.2673395356042603E+01  0.5173880784130233E+01 -0.8835413859600756E+01
 -0.7426245189917453E+01 -0.3414734861362114E+01  0.4390589361864270E+01
  0.1159913811789743E+01 -0.9253988166070988E+00  0.1231987960994143E+02
 -0.9973406849922984E+01  0.5358129068016679E+01  0.1597763323343480E+01
 -0.1855521948185645E+01  0.6303936925300430E+01  0.1032754150018267E+02
 -0.5715665225055811E+01  0.8421941813299687E+01  0.1472852435498413E+01
  0.1039349293718408E+02  0.8711636807348837E+00  0.1897284892533239E+00
  0.5184652222265133E+01 -0.1139920510830578E+02  0.1339702342343142E+02
 -0.1287942747515965E+02 -0.6315275281231903E+01 -0.4373581827967060E+01
 -0.2694938232312402E+01  0.1239698043027545E+02  0.3145826853187334E+01
 -0.2984066308564977E+01 -0.8982056596314481E+01  0.1316269740084763E+02
  0.1124821600181832E+02  0.3798349237043635E+01  0.6113263573052817E+01
 -0.1101067744505395E+02 -0.1221424392717987E+02  0.5859662345385526E+01
 -0.1445149052505846E+02 -0.4410620457343207E+00 -0.7917384974349115E+01
  0.2933232679472205E+01 -0.2966491856871194E+01 -0.2679820424403771E+01
 -0.3816112661336278E+01 -0.6178648092257648E+01 -0.2244994474431761E+00
  0.9548785420289299E+01  0.6355337472189778E+01 -0.4802738599973334E+01
 -0.6264630624737989E+01 -0.4870957708161033E+01 -0.6633316165109737E+01
 -0.8872641461575761E+01  0.9091093785855485E+01 -0.1032111643182151E+02
  0.1721540375595399E+00 -0.1066429067134744E+02 -0.3712744649761010E+01
  0.6250079734625930E+01 -0.1309013192288620E+01  0.7337994986250817E+01
  0.1814080257256109E+02  0.2675096109432324E+01  0.5635162897942350E+00
  0.9094117347437210E+01 -0.1003557883494723E+02  0.8801209819207477E+01
  0.9171218167771231E+01  0.1262336960370721E+01 -0.4081241217533901E+01
  0.9351875972279377E+01 -0.1252302515371367E+02  0.1934701467107102E+01
  0.3232754248661964E+01  0.3812711154556835E+01 -0.7481236216185099E+01
  0.8187993735913617E+01 -0.4126216696062079E+01  0.6272567473890020E+01
 -0.8765493998023334E+01  0.3668903006825980E+01 -0.6439619251280397E+01
  0.9676719869716093E+01  0.3106709525223750E+00 -0.1141432291621441E+02
  0.4140578613575279E+01 -0.3887922248902277E+01  0.1904087906092123E+01
 -0.7917762919546830E+01 -0.2841014051229553E+01 -0.2332110842505249E+01
 -0.4781573668901250E+01 -0.6989529513956864E+01  0.9233012207597762E+01
  0.6076602888874385E+01  0.7235760810268698E+00  0.1439593258099424E+01
 -0.1023229931035829E+02  0.1435624833523408E+01  0.7615028816176487E+01
  0.6409005690265419E+01  0.5115866196280860E+01 -0.1573952775887385E+01
 -0.2268427076690139E+01  0.1404633327310714E+01  0.4499248606207559E+01
 -0.5792010154994400E+01  0.1329403335705387E+02 -0.5696956937768880E+01
 -0.1877820714850876E+01 -0.6432249319924939E+01 -0.6815485750408745E+01
  0.9491337750236500E+01  0.6505759660880659E+01  0.5152715853058150E+01
 -0.3330453082271494E+01 -0.2286568446180497E+01  0.1088690039280204E+02
  0.4388888608474549E+01 -0.8616961535321032E+01 -0.6473256373877102E+01
 -0.1316383123644078E+01  0.9452787340069490E+01  0.4318779774298271E+01
  0.1675997979270647E+01  0.4860753187822707E+01  0.2424140498149043E+01
 -0.6683960821603652E+00  0.1103222032132375E+02 -0.8478444620358198E+01
 -0.7466496353474184E+01  0.1283860939380635E+02 -0.2483288921591563E+01
  0.1262903878167294E+01  0.5960762685774498E+01 -0.2773361860838428E+01
  0.1224315673480513E+02 -0.1756500306384109E+01  0.3001451787659904E+01
 -0.4741322505344518E+00  0.1199031139753327E+01  0.1557134214589033E+00
  0.5195234687801176E+01 -0.5031017499393668E+01  0.1225317228254460E+02
  0.1181796838737487E+02 -0.2977074322407236E+01 -0.1030524273351744E+02
  0.2571728097857056E+01  0.5802970565728158E+01  0.7363695259695491E+01
  0.2534122550684336E+01  0.1145854250434716E+02 -0.4581829631908457E+01
  0.2790180422136780E+01 -0.1406352977960320E+02  0.5445434408689025E+01
  0.1918260851006465E+01 -0.1432979217139397E+01 -0.8125065860493939E+01
  0.4883807844883369E+01 -0.9497573845998810E+01 -0.2042793793653816E+00
 -0.2571350152659341E+01  0.3108032333415755E+01 -0.1959834822755201E+01
 -0.5344145095701195E+00 -0.5229627700793312E+01 -0.1508322592304039E+02
  0.1243439700484932E+00  0.4062910875444685E+00  0.6163152339151300E+01
 -0.1393370560418783E+02 -0.2276174953243313E+01  0.1889725988578923E-02
 -0.6132160832938606E+00 -0.1359393287144134E+02 -0.1754610580395530E+01
 -0.1294500096696334E+02 -0.8230323598057783E+01 -0.2454376113966306E+01
 -0.4731117985006192E+01  0.1394617779571246E+00 -0.1045283033322545E+02
  0.5594911734385619E+01  0.3634321021234985E+01 -0.1092375004957932E+02
 -0.5549180365462008E+01  0.9617760418872431E+01  0.7309082178625559E+01
 -0.5048969896285167E+01  0.6959482870738459E+01 -0.8640583110178270E+01
 -0.4789699490652139E+01 -0.3398294245261478E+01  0.5775569538893762E+01
 -0.1098875662358644E+01  0.6991986157742015E-01  0.1065351923321254E+02
 -0.8859602352254566E+01  0.7182848482588487E+01 -0.4758330039241729E+00
 -0.6670732739683599E-01  0.3922882179690987E+01  0.1035248588323192E+02
 -0.7642429843010881E+01  0.9303498986971753E+01  0.3565723967849570E+01
  0.9348096520302217E+01  0.3384877190742567E+01  0.1397641341152972E+01
  0.3721437389308474E+01 -0.1159101229614654E+02  0.1081017751766573E+02
 -0.1098176463742870E+02 -0.4050627656518922E+01 -0.4747747573705687E+01
 -0.6374045759476707E+00  0.1453293771516621E+02  0.2873517338233111E+01
 -0.4856595790647833E+00 -0.7544542036802493E+01  0.1241398796417266E+02
  0.9550297201080163E+01  0.1510646955269991E+01  0.6981403692205974E+01
 -0.1023456698154459E+02 -0.9489070079050204E+01  0.6776368422445161E+01
 -0.1255968583789210E+02  0.1742516334068625E+01 -0.7193997865921103E+01
  0.2245939337426050E+01 -0.1096041073375776E+00 -0.3166235893863986E+01
 -0.4933507638382995E+01 -0.3629596706263538E+01 -0.1284635727035952E+01
  0.8877743721744924E+01  0.5601525775345644E+01 -0.7604824295838161E+01
 -0.8048720930555350E+01 -0.6911483830628554E+01 -0.5399136121968842E+01
 -0.9563714255599074E+01  0.1190111633087234E+02 -0.9616059665482709E+01
 -0.2789424531741349E+01 -0.1045812156599348E+02 -0.3951039096920813E+01
  0.3754885539306321E+01  0.3193636920698380E-01  0.6418454320208313E+01
  0.1677547554581282E+02  0.8314794349747262E-01  0.2740102683439439E-01
  0.7049055882597099E+01 -0.7873732304012941E+01  0.8920451529086808E+01
  0.7433426148674053E+01  0.2639002343050466E+01 -0.6069988847914360E+01
  0.1060079587813119E+02 -0.1428916306263953E+02 -0.1124386963204459E+00
  0.3254297124931764E+01  0.5711696800479795E+01 -0.9775363566319912E+01
  0.9950163220263462E+01 -0.5282351055874664E+01  0.4168357585607389E+01
 -0.7780001894979427E+01  0.5827348030980826E+01 -0.4639655247158973E+01
  0.1030524273351744E+02 -0.2009912561452543E+01 -0.1317195705819167E+02
  0.3149417332565634E+01 -0.6513507537433833E+01  0.2900918365067505E+01
 -0.6044666519667402E+01 -0.1098875662358644E+01 -0.3857497660486156E+01
 -0.5230383591188743E+01 -0.9916904042864473E+01  0.9547651584696151E+01
  0.5858528509792378E+01 -0.1955488452981470E+01  0.2721961313949081E+01
 -0.7310216014218707E+01  0.1260069289184426E+01  0.8163427298062089E+01
  0.5231328454183033E+01  0.7830835524072201E+01 -0.1907678385470423E+01
 -0.4366022924012745E+01  0.2705898643046160E+01  0.6165797955535311E+01
 -0.5349058383271500E+01  0.1064066909649020E+02 -0.6974978623844805E+01
  0.7526778612509851E+00 -0.5155550442041019E+01 -0.6249890762027073E+01
  0.9359623848832548E+01  0.6713629519624341E+01  0.2184712215396093E+01
 -0.5329972150786853E+01 -0.3009955554608509E+01  0.8801587764405193E+01
  0.3926661631668145E+01 -0.7794930730289201E+01 -0.3648304993550469E+01
 -0.1377232300476319E+01  0.9648751925085124E+01  0.7289995946140913E+01
 -0.7094031361125278E+00  0.6639552260872047E+01  0.2550563166784972E+01
 -0.4599593056201099E+00  0.1006524753296792E+02 -0.1128752230238077E+02
 -0.8266417364439642E+01  0.1421697552987581E+02  0.3250328700355748E-01
 -0.5563353310376350E+00  0.4621135932470898E+01 -0.4713921478510124E+01
  0.9947139658681737E+01 -0.9259657344036724E-01  0.3912110741556087E+01
